Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011,Strategy,Acquire,0,0,0.08,0,0.08,,,,,,
FabStyle,DS,2011,Strategy,Tecmo Koei,0,0,0.08,0,0.08,,,,,,
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,0,0,0.07,0,0.07,,,,,,
Yuugen Gaisha Brave Company,3DS,2011,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
McDROID,PSP,2011,Strategy,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
FabStyle,3DS,2011,Strategy,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011,Strategy,Nippon Ichi Software,0,0,0.03,0,0.03,,,,,,
King Arthur II,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0,0.03,,,,,,
Farm Frenzy 3,DS,2011,Strategy,Unknown,0,0.02,0,0,0.02,,,,,,
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0,0,0.02,0,0.02,,,,,,
Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011,Strategy,System Soft,0,0,0.01,0,0.01,,,,,,
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,Namco Bandai Games,0,0,0.36,0,0.36,,,,,,
SD Gundam G Generation: Overworld,PSP,2012,Strategy,Namco Bandai Games,0,0,0.31,0,0.31,,,,,,
Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0,0,0.3,0,0.3,,,,,,
Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,0.07,0.1,0,0.02,0.2,,,,,,
Romance of the Three Kingdoms XII,PS3,2012,Strategy,Tecmo Koei,0,0,0.09,0,0.09,,,,,,
Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Romance of the Three Kingdoms XII,WiiU,2012,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,Ackkstudios,0,0,0.01,0,0.01,,,,,,
The Train Giant,PC,2012,Strategy,Ascaron Entertainment,0,0.01,0,0,0.01,,,,,,
Nobunaga no Yabou: Souzou,PS3,2013,Strategy,Tecmo Koei,0,0,0.19,0,0.19,,,,,,
Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0,0,0.13,0,0.13,,,,,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0,0,0.06,0,0.06,,,,,,
Romance of the Three Kingdoms (3DS),3DS,2013,Strategy,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013,Strategy,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Dragon Ball Heroes: Ultimate Mission 2 ,3DS,2014,Strategy,Namco Bandai Games,0,0,0.32,0,0.32,,,,,,
Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0,0,0.06,0,0.06,,,,,,
Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,0,0,0.05,0,0.05,,,,,,
The Legend of Korra (3DS),3DS,2014,Strategy,Activision,0.02,0,0,0,0.03,,,,,,
State of Decay,XOne,2015,Strategy,Microsoft Game Studios,0.14,0.05,0,0.02,0.21,,,,,,
Might & Magic Heroes VII,PC,2015,Strategy,Ubisoft,0,0.08,0,0,0.09,,,,,,
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0,0.04,0,0,0.04,,,,,,
Nobunaga's Ambition II,3DS,2015,Strategy,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,0,0,0.03,0,0.03,,,,,,
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,0,0,0.02,0,0.02,,,,,,
Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,Take-Two Interactive,0,0,0.02,0,0.02,,,,,,
SD Gundam G Generation Genesis,PSV,2016,Strategy,Namco Bandai Games,0,0,0.09,0,0.09,,,,,,
SD Gundam G Generation Genesis,PS4,2016,Strategy,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
Culdcept Revolt,3DS,2016,Strategy,Nintendo,0,0,0.06,0,0.06,,,,,,
Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0,0.01,0,0,0.01,,,,,,
Codename: Panzers Complete Collection,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01,,,,,,
Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.9,0.12,0,0.08,1.1,81,23,7.4,29,TOSE,E10+
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0,0.06,0,0.02,0.08,80,52,7.8,235,Relic,M
Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0,0.04,0.34,80,82,2.1,6157,Relic,M
Majesty 2 Collection,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.02,,,8.3,10,Ino-Co,T
Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0,0,0.02,0.2,85,8,7.9,60,PopCap,E10+
STORM: Frontline Nation,PC,2011,Strategy,Unknown,0,0.01,0,0,0.01,60,12,7.2,13,SimBin,E10+
A Game of Thrones: Genesis,PC,2011,Strategy,Focus Home Interactive,0,0.03,0,0.01,0.03,53,40,4,110,Cyanide,
Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02,72,6,5.6,16,Kalypso,M
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,0.03,0,0,0.04,66,4,7.8,48,Team 17,E10+
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,44,18,5.3,9,Ubisoft,E10+
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,0.22,0.09,0,0.03,0.34,77,49,7.9,78,Ubisoft,T
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,0.04,68,19,4.9,35,Best Way,T
Battle Worlds: Kronos,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01,71,15,7.1,71,KING Art,
Pikmin 3,WiiU,2013,Strategy,Nintendo,0.44,0.32,0.29,0.07,1.11,87,79,8.7,664,Nintendo,E10+
Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.02,0.25,72,45,5.9,278,Blue Byte,E10+
Tropico 4,PC,2011,Strategy,Kalypso Media,0.1,0.13,0,0.04,0.27,78,46,7.7,359,Haemimont,T
Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0,0.02,78,11,8,58,Haemimont,T
End of Nations,PC,2012,Strategy,Trion Worlds,0.01,0,0,0,0.01,,,,,Petroglyph,T
Act of Aggression,PC,2015,Strategy,Focus Home Interactive,0,0.01,0,0,0.01,71,37,7.1,93,Eugen Systems,
XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,0.27,0.36,0,0.08,0.71,89,57,8.2,2235,Firaxis Games,M
XCOM: Enemy Unknown,X360,2012,Strategy,Take-Two Interactive,0.36,0.21,0,0.05,0.62,90,35,8.3,366,Firaxis Games,M
XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,0.24,0.23,0,0.1,0.57,89,20,8.2,296,Firaxis Games,M
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0,0.03,0.36,81,78,5.5,1027,Firaxis Games,E10+
Sid Meier's Civilization VI,PC,2016,Strategy,Take-Two Interactive,0.09,0.13,0,0.02,0.25,88,81,7.3,684,Firaxis Games,E10+
XCOM 2,PC,2016,Strategy,Take-Two Interactive,0.09,0.12,0,0.02,0.23,88,104,7.1,1221,Firaxis Games,T
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0,0.02,0.14,88,28,8,116,Firaxis Games,T
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0,0,0.05,87,17,8.1,40,Firaxis Games,T
Bakugan: Rise of the Resistance,DS,2011,Strategy,Activision,0.05,0.02,0,0.01,0.08,,,,,Magic Pockets,E10+
LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.02,0.32,0,0.11,1.45,59,14,6.9,11,Hellbent Games,E
Stronghold 3,PC,2011,Strategy,N/A,0.06,0.1,0,0,0.16,47,29,3,350,FireFly Studios,T
Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,0,0.1,0,0.01,0.11,75,4,4.9,89,FireFly Studios,
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46,Koei Tecmo Games,T
Total War: Shogun 2,PC,2011,Strategy,Sega,0.19,0.31,0,0.09,0.6,90,62,8.3,1180,Creative Assembly,T
Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0,0.07,0.72,76,71,4.2,3742,Creative Assembly,T
Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.24,80,66,7.3,520,Creative Assembly,T
Total War: WARHAMMER,PC,2016,Strategy,Sega,0,0.12,0,0.01,0.13,86,77,7.3,556,Creative Assembly,T
Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0,0.01,0.06,70,44,5.6,186,Gas Powered Games,E10+
Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0.01,0.03,63,12,6.8,27,BattleGoat Studios,RP
Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0,0.01,0.09,65,35,4.6,106,Realmforge Studios,M
War for the Overworld,PC,2015,Strategy,Unknown,0,0.01,0,0,0.01,65,14,7.7,90,Subterranean Games,
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69,69,7.7,125,Intelligent Systems,T
Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0,0.01,0.05,77,21,8.2,93,"THQ, 1C, 1C Company",T
Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.15,0.15,0,0.03,0.34,,,3,8,Exient Entertainment,E
Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.14,0,0.05,0.29,49,6,3.6,23,Exient Entertainment,E
Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.1,0,0.02,0.28,59,3,5.6,25,Exient Entertainment,E
Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.15,0.09,0,0.02,0.26,,,2.8,5,Exient Entertainment,E
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.04,0.21,47,5,2,87,Exient Entertainment,E
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02,0.16,53,4,6.9,63,Exient Entertainment,E
Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.05,0.04,0,0.01,0.1,,,6.8,17,Exient Entertainment,E
Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.03,0.03,0,0.02,0.08,,,2,13,Exient Entertainment,E
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0,0.05,0.02,0.01,0.07,64,10,7.1,12,Gaming Minds Studios,T
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0,0.05,0,0,0.05,63,11,5.4,52,Gaming Minds Studios,T
Oil Rush,PC,2012,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,67,23,6.5,55,"Unigine Corp, Russia",
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.83,0.66,0,0.18,1.67,86,68,7.9,1346,Blizzard Entertainment,T
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.19,0.29,0,0.04,0.53,88,62,8.3,833,Blizzard Entertainment,T
Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0,0.01,0.07,61,18,5.6,95,Monte Cristo Multimedia,E
Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,0.29,1.43,83,33,7,493,"Blue Byte, Related Designs",T
Sengoku,PC,2011,Strategy,Paradox Interactive,0,0.01,0,0,0.01,70,13,6.8,86,Paradox Development Studio,T
Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0,0.05,0,0,0.05,83,36,6.9,306,Paradox Development Studio,
Stellaris,PC,2016,Strategy,Paradox Interactive,0,0.04,0,0,0.04,78,57,8,569,Paradox Development Studio,
Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,50,14,4.7,57,"Headup Games, Crenetic Studios",
The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,0.67,0.34,0.13,0.17,1.31,,,,,,
Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,0,0,0.26,0,0.26,,,,,,
Steins;Gate,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.19,0,0.19,,,,,,
Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0,0.14,0,0.03,0.17,,,,,,
Amagami,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.15,0,0.15,,,,,,
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Adventure,Banpresto,0,0,0.15,0,0.15,,,,,,
Uta no * Prince-Sama: Repeat,PSP,2011,Adventure,Broccoli,0,0,0.14,0,0.14,,,,,,
Akiba's Trip,PSP,2011,Adventure,Acquire,0,0,0.14,0,0.14,,,,,,
To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0,0,0.11,0,0.11,,,,,,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,THQ,0,0,0.11,0,0.11,,,,,,
Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1,,,,,,
Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0,0.08,0,0.02,0.1,,,,,,
Edna & Harvey: Harvey's New Eyes,PC,2011,Adventure,Rondomedia,0,0.07,0,0.01,0.08,,,,,,
Steins;Gate: Hiyoku Renri no Darling,X360,2011,Adventure,5pb,0,0,0.08,0,0.08,,,,,,
Ro-Kyu-Bu!,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.08,0,0.08,,,,,,
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Vitamin X to Z,PSP,2011,Adventure,D3Publisher,0,0,0.06,0,0.06,,,,,,
Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0,0.05,0,0.01,0.06,,,,,,
Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0,0,0.05,0,0.05,,,,,,
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0,0,0.05,0,0.05,,,,,,
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0,0,0.05,0,0.05,,,,,,
Amnesia,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0,0,0.04,0,0.04,,,,,,
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Gray Matter,X360,2011,Adventure,DTP Entertainment,0,0.04,0,0,0.04,,,,,,
S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Hakuouki: Zuisouroku DS,DS,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,
Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0,0,0.03,0,0.03,,,,,,
Clannad,PS3,2011,Adventure,Prototype,0,0,0.03,0,0.03,,,,,,
Hallowed Legends: Samhain,PC,2011,Adventure,Focus Home Interactive,0,0.03,0,0.01,0.03,,,,,,
Mother Goose no Himitsu no Yakata,PSP,2011,Adventure,Quinrose,0,0,0.03,0,0.03,,,,,,
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0,0,0.03,83,5,7.7,88,,
Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Tsuku Monogatari,PSP,2011,Adventure,FuRyu,0,0,0.03,0,0.03,,,,,,
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0,0,0.03,0,0.03,,,,,,
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Kami Naru Kimi to,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,
Are You Alice?,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,,,
Dunamis 15,PS3,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0,0,0.02,0,0.02,,,,,,
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,,,
Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Gekka Ryouran Romance,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,,,
StormLover Karen!!,PSP,2011,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Princess Frontier Portable,PSP,2011,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
Voodoo Chronicles: First Sign,PC,2011,Adventure,ValuSoft,0.02,0,0,0,0.02,,,,,,
Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,,,
Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Dunamis 15,X360,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Sora no Otoshimono Forte: Dreamy Season,DS,2011,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Instant Brain,X360,2011,Adventure,Cave,0,0,0.01,0,0.01,,,,,,
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest,0,0.01,0,0,0.01,,,,,,
Sangoku Koi Senki: Otome no Heihou!,PS2,2011,Adventure,Prototype,0,0,0.01,0,0.01,,,,,,
Uta no * Prince-Sama: Sweet Serenade,PSP,2011,Adventure,Broccoli,0,0,0.01,0,0.01,,,,,,
"Iza, Shutsujin! Koisen",PSP,2011,Adventure,Quinrose,0,0,0.01,0,0.01,,,,,,
Umineko no Naku Koro ni Portable 1,PSP,2011,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,
Death Connection Portable,PSP,2011,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
Shinigami to Shoujo,PSP,2011,Adventure,Takuyo,0,0,0.01,0,0.01,,,,,,
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76,,,,,,
The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,0.55,0.13,0,0.05,0.73,,,,,,
Toshochu: Run for Money,3DS,2012,Adventure,Namco Bandai Games,0,0,0.62,0,0.62,,,,,,
Ratchet & Clank: Full Frontal Assault,PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0,0.03,0.23,,,,,,
AKB1/149: Love Election,PSP,2012,Adventure,Namco Bandai Games,0,0,0.23,0,0.23,,,,,,
Robotics;Notes,PS3,2012,Adventure,5pb,0,0,0.11,0,0.11,,,,,,
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0,0,0.1,0,0.1,,,,,,
PhotoKano,PSP,2012,Adventure,Kadokawa Shoten,0,0,0.09,0,0.09,,,,,,
Uta no Prince-Sama: Debut,PSP,2012,Adventure,Broccoli,0,0,0.09,0,0.09,,,,,,
Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0,0,0.08,0,0.08,,,,,,
AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0,0,0.07,0,0.07,,,,,,
I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,,,,,,
Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0,0,0.05,0,0.05,,,,,,
Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0,0,0.05,0,0.05,,,,,,
Time Travelers,PSV,2012,Adventure,Level 5,0,0,0.05,0,0.05,,,,,,
White Album 2: Shiawase no Mukougawa,PS3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04,,,,,,
Time Travelers,3DS,2012,Adventure,Unknown,0,0,0.04,0,0.04,,,,,,
Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,
Accel World: Ginyoku no Kakusei,PS3,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012,Adventure,D3Publisher,0,0,0.03,0,0.03,,,,,,
Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0,0.03,0,0.01,0.03,,,,,,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft,0,0,0.03,0,0.03,,,,,,
Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad,0,0,0.03,0,0.03,,,,,,
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,0.03,0,0.03,,,,,,
Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0,0,0.03,0,0.03,,,,,,
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0,0,0.03,0,0.03,,,,,,
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Kannou Mukashi Banashi Portable,PSP,2012,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Robotics;Notes,X360,2012,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Vitamin X: Detective B6,PSP,2012,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,
Gakuen Hetalia,DS,2012,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,Quinrose,0,0,0.01,0,0.01,,,,,,
Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0,0,0.01,0,0.01,,,,,,
Akatsuki no Goei Trinity,PS3,2012,Adventure,5pb,0,0,0.01,0,0.01,,,,,,
Time Travelers,PSP,2012,Adventure,Level 5,0,0,0.01,0,0.01,,,,,,
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013,Adventure,Capcom,0,0,0.38,0,0.38,,,,,,
The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.1,0,0.01,0.03,0.14,,,,,,
Uta no Prince-Sama: Music 2,PSP,2013,Adventure,Broccoli,0,0,0.09,0,0.09,,,,,,
AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
